name,latitude,longitude
Estunabad,36.71244,53.94129
Baye` Kola,36.73405,53.24369
Zenivand,36.79539,53.32058
`Asgarabad,36.76317,53.33366
Band-e Bon,36.46742,53.9727
Badeleh Kuh,36.39244,53.95067
Qal`eh Sar,36.30923,53.8307
Nezam Mahalleh,36.71838,53.7904
Nosratabad,36.70334,53.76314
Talur,36.73054,53.88921
Banafsh Tappeh,36.70449,53.91467
Gat Kola,36.19306,52.50278
Chatmeh Sar,36.19765,52.51011
Gavzan Mahalleh,36.18184,52.62283
Shir Bagh,36.21432,52.65515
Lamsu Kola,36.2208,52.63332
Kut Kati,36.22665,52.62766
Lakom,36.08521,52.80364
Baranganan,36.00553,52.77416
Kakeran,36.00015,52.89557
Paland,36.01586,52.91417
Tilam,36.02499,52.94543
Karmozd,36.09613,52.89013
Serin,36.08293,52.84158
Memshi,36.10322,52.91951
`Asal,36.11222,52.95306
Parsi,36.12222,52.97779
Pit Sara,36.02656,53.05546
Simet,36.0164,53.04069
Azan Deh,36.11047,53.08359
Folurd,36.06417,53.12583
Avbat,36.0462,52.96564
Baye` Kola,36.02768,53.11316
Deh-e Manan,36.04572,53.15094
Valik Bon,36.09334,53.16684
Vazmela,36.07764,53.18887
Dadu Kola,36.0966,53.19712
Jur Jadeh,36.09749,53.25371
Darzi Kola,36.07165,53.20172
Shegta,36.46752,53.07865
Alamshir,36.52752,52.92921
Mahforujak,36.50407,52.96964
Kord Kheyl,36.50699,53.00735
Pasha Kola,36.4827,52.91443
Talu Bagh,36.53128,53.0292
Rekabdar Kola,36.53164,52.90352
Bala Deza,36.51084,53.07402
Pa'in Deza,36.53006,53.08001
Rud Posht,36.52554,53.01676
Zilet,36.52941,52.86564
Zervi Jan,36.55694,53.0025
Zahed Kola,36.519,52.89128
Akhteh Chi,36.5403,52.81649
Bala Gerva-ye `Olya,36.50678,52.85585
Sang Koti,36.48948,52.79707
Naqib Kola,36.47573,52.75801
Shir Khvar Kola,36.55577,52.85738
Matkeh Posht,36.49459,52.74535
Div Kola,36.582,52.903
Kolum,36.12457,53.30178
Khoshk Rudbar,36.13692,53.28801
Sheleh,36.01134,53.38657
Tamam,36.04553,53.42815
Gomla,36.02434,53.51081
Bandin,36.09703,53.51912
Tilek,36.12665,53.58819
Amir Deh,36.34871,52.67105
Padeshah Amir,36.322,52.619
Ledar,36.33414,52.6642
Band Rudbar,36.36361,52.67056
Kolari Kola,36.36351,52.71744
Darun Kola-ye Sharqi,36.3909,52.73116
Gavan Kola,36.32748,52.7784
Chehreh,36.34838,52.72882
Qoran Qalu,36.30683,52.77407
Koti Lateh,36.35643,52.84228
Pir Na`im,36.22347,53.03164
Kochid,36.20562,53.01055
Lowlak-e Kaslian,36.19964,53.03537
Mateh Kola,36.19584,53.03196
Sang Nisht,36.19898,53.05254
Shilmak,36.19252,53.15561
Pelesk,36.27907,53.24692
Pasha Kola,36.19094,53.16546
Katrim,36.18223,53.20956
Margab-e `Olya,36.1863,53.19762
Maji,36.16576,53.23281
Pahnedar,36.16799,53.24195
Vav Darreh-ye Bozorg,36.14775,53.24443
Mat Kola,36.14449,53.27433
Kulumak,36.16055,53.27584
Khorramabad,36.15237,53.34682
Now Deh,36.37838,53.16639
Vastan,36.33716,53.15638
Ervat,36.22149,53.38997
Behzad Kola,36.712,53.31341
Tus Kola,36.69323,53.28435
Siavash Kola,36.67795,53.28677
Dang Sarak,36.79286,53.24696
Ya`qub Mahalleh,36.56854,53.53469
Ziarat Kola,36.50685,53.65636
Molla Kheyl,36.50947,53.66338
Kava Darreh,36.53481,53.88225
Varpam,36.48,53.88856
Lend,36.48776,53.92363
Paband,36.48864,53.95902
Ahmadabad,36.22641,53.2807
Qolqol,36.17532,53.26812
Shel Darreh,36.17956,53.29237
Tamar,36.22662,52.75684
Fek,36.21086,52.69103
Chepi,36.42617,52.96449
Kafshgar Kola,36.45716,52.83206
Kari Kola,36.22701,52.73229
Seyyed Kola,36.31272,52.79117
Lut,36.27778,53.1948
Talu Kola,36.24611,53.45374
Alendan,36.22589,53.45922
Laleh Sang,36.2225,53.48722
Kheyrabad,36.15159,53.47498
Gol Khvaran,36.13634,53.53533
Zakaria Kola,36.16451,53.44295
Naqib Kheyl,36.17437,53.47816
Azni,36.23698,53.41872
Chahar Rudbar,36.13841,53.50058
Tileh Bon,36.13596,53.63651
Telma Darreh,36.22254,53.71848
Kord Mir,36.2371,53.72749
Valuyeh-ye Pa'in,36.20963,53.72407
`Alikola,36.21619,53.65947
Tarkam,36.22767,53.61128
Kiasar,36.2381,53.54101
Jamal od Din Kola,36.19997,53.57773
Pa'in Helal Kola,36.52194,52.53611
Pa'in Ardkola,36.54944,52.57028
Emamzadeh Mohammad Motahhar-e Bala,36.50694,52.51306
Ferem,36.62348,52.54208
Suteh,36.64288,52.54155
Mehleban,36.64404,52.52351
Hajji Kola,36.6675,52.76056
Towqdar,36.78074,53.03068
Gorji Pol,36.77772,53.05043
Dalak Kheyl,36.43859,53.06853
Salim Bahram,36.43266,53.11389
Khalil Kola,36.22877,52.69418
Ra'is Kola,36.21099,52.7103
Chak Sar,36.2043,52.8403
Kar Salar,36.21208,52.90897
Mardabad,36.185,52.94528
Karba,36.24666,53.27892
Now Kandeh,36.24674,53.3693
Narges Zamin,36.23282,53.37737
Angefam,36.17983,53.35317
Parvarijabad,36.266,53.32032
Valaghuz,36.27354,53.34162
Mazarostaq,36.25628,53.42567
Baram,36.25006,53.40257
Elyerd,36.30167,53.34097
Khal Kheyl,36.325,53.35314
Khar Khun,36.33816,53.44508
Sang Cheshmeh,36.21884,53.50259
Kholard,36.21214,53.52458
Chargat,36.28372,53.71159
Kub Sara,36.30767,52.62925
Shiadeh Sadat Mahalleh,36.32995,52.52717
Kumeh Kola,36.35972,52.54346
Shaneh Tarash,36.38622,52.57021
Denj Sar,36.43596,52.86252
Macheh Bon,36.39009,52.85622
Ahangar Kola,36.434,52.92
Laharem Taluk,36.46454,52.92012
Pahneh Kola-ye Jonubi,36.45306,53.07556
Saneh Kheyl,36.48521,53.13688
Pa'in Kula,36.49,53.12724
Salat,36.43694,53.3225
Jenasem,36.43644,53.3616
Naqib Deh,36.37776,53.28989
`Alamdar Deh,36.37652,53.25135
Shishk,36.40927,53.4474
Mazdeh,36.41288,53.4262
Kola Kardeh,36.3985,53.43355
Hoseynabad,36.46087,53.46969
Daram,36.46639,53.47472
Talam,36.39677,53.60562
Charmi,36.40268,53.58582
Esma`il Mahalleh,36.41302,53.63834
Pa'in Sharafabad,36.59034,53.03301
Hoseynabad,36.58864,53.11385
Taknar,36.74444,52.90111
Kalagar Mahalleh,36.64611,52.88444
Ziar Mahalleh,36.69673,52.94559
Seyyed Mahalleh,36.71305,53.00565
Eslamdeh-e Bala,36.76444,53.07667
Seyyed Kheyl,36.42289,53.72093
Chenar Bon,36.42756,53.73884
Amir Kola,36.31996,52.74804
Ahangar Kola,36.33531,52.8483
Sarchak-e Hajjiabad,36.30199,52.88162
Ab Dang Sar,36.32551,52.8695
Qadi Kola,36.34108,53.40422
Maras-e Bozorg,36.38049,53.56893
Sika,36.37165,53.5456
Muzi `Isa,36.35469,53.55525
Sefid Kuh,36.40629,53.67458
Kasehgar Kola,36.50842,52.89817
Hemmatabad,36.5881,53.12735
`Ali Kandeh,36.66966,53.26492
Asram,36.60642,53.23925
Owmal,36.61936,53.28134
Bala Qal`eh Sar,36.59803,53.29977
Darzi Mahalleh,36.6878,53.32199
Bisheh Band,36.56914,53.81129
Kia Sar,36.57806,53.83056
Sefid Chah,36.60177,53.88527
Pet Now,36.58222,53.95028
Band-e Sar,36.57915,53.84653
Alaraz,36.56365,53.94105
Anderat,36.59659,53.93631
Parsa,36.60339,53.96123
Badeleh Darreh,36.60314,53.99052
Vatana,36.7162,53.96769
Kar Kondeh,36.76132,54.03625
Sartan,36.75589,54.00784
Lat Kumeh,36.63019,54.01455
Vaneshid,36.55296,53.88899
`Abdollahi,36.59179,54.03612
Kolya,36.56066,54.01716
Gholami,36.52361,53.91333
Gach Cheshmeh,36.54028,53.95722
Sang Ruch,36.5326,53.98022
Dar Mazar,36.45605,53.85521
Zerem,36.43876,53.76563
Valadimeh,36.48105,53.6961
Valamdeh,36.45923,53.6711
Kola Rudbar,36.47859,53.61342
Chamaz Deh,36.46832,53.67431
Lay-e Rudbar,36.48596,53.64148
Velu,36.51003,53.72017
Surak,36.53275,53.71858
Yaras,36.52036,53.74536
Jirband,36.51263,53.77155
Berma,36.52086,53.77571
Azrak,36.52411,53.6672
`Abedin,36.52735,53.68713
Mohsenabad,36.53814,53.67973
Shir Kola,36.53711,53.6154
Pasand,36.52632,53.63303
Gilavard-e Kuchek,36.57277,53.59312
Gilavard-e Bozorg,36.58527,53.58878
Par Kola,36.5463,53.71308
Galesh Mahalleh,36.56533,53.69186
Gharib Mahalleh,36.57164,53.67388
Sheykh Mahalleh,36.57522,53.72335
Parem,36.57975,53.75961
Ramadan,36.61427,53.80699
Laftar Kar,36.57012,53.8663
Metkazin,36.56442,53.77612
Owlar-e Yakhkesh,36.62015,53.7441
Valeh Muzu,36.70763,53.70533
`Ali Tappeh,36.6858,53.58777
`Afi,36.69,53.60167
Pasand,36.69147,53.61234
Robat,36.69654,53.64102
Gorg Taj,36.54538,53.57803
Ramadan Kheyl,36.53822,53.59072
Band-e Beni,36.52637,53.55063
Rudbar,36.5881,53.62856
Shiler,36.54642,53.81121
Kordab,36.56192,53.4325
Purva,36.5169,53.50169
Darvishan,36.58031,53.39919
Pilkuh,36.56571,53.29264
Pa'in Zarandin,36.62293,53.32734
Bala Zarandin,36.59843,53.34169
Owkarka,36.57413,53.44163
Khar Chang,36.38261,53.17378
Varand,36.3664,53.20591
Sorkh Valik,36.31238,53.29853
Larema,36.30529,53.20917
Bahmanan,36.22145,52.98318
Amir Kola,36.2283,52.9909
Khermandi Chal,36.16118,53.0108
Kari Kola,36.14301,53.01671
Abandan,36.21782,52.71911
Shah Kola,36.1915,52.69935
Firuz Jah,36.1974,52.65892
`Alem Kola,36.23773,52.77418
Div Kalan,36.24806,52.80243
Vanajem,36.35994,53.40458
Kalij Kheyl,36.34979,53.13337
Kafarat,36.41726,53.61247
Part Kola,36.15974,53.35322
`Aliabad,36.16984,53.32916
Dineh Sar,36.16235,53.33467
Ja`farabad,36.16791,53.34152
Barar Deh,36.14396,53.30689
Varmezabad,36.15151,53.31812
Korasb,36.2083,53.33172
Pera,36.20033,53.29017
Abjar,36.55845,52.90785
Molla Kheyl,36.50564,53.48457
Sapal-e Mian,36.50363,53.5079
Ilal,36.17299,53.52879
Gol Bagh,36.16083,53.50028
Milad Dasht,36.16778,53.49194
Senam,36.18996,53.48777
Nesel,36.00773,52.51935
Asteleh Kenar,36.12201,52.71481
Esbuzar,36.53274,53.13762
Bala Zarrinabad,36.51982,53.20263
Esbu Kola,36.54297,53.20532
Baba Kola,36.32744,53.4947
Manzel Darreh,36.30193,53.63499
Gol Jari,36.29199,53.56911
Tuseh,36.29893,53.59627
Arzet,36.60014,53.97162
Kola,36.48046,53.83745
`Eydin,36.49681,53.82346
Pa'in Zanget,36.45477,53.80893
Bala Zanget,36.46511,53.7957
Sorkh Deh,36.18532,53.86763
Var Kola,36.67449,53.196
Zivala,36.28983,52.88236
Garm Rud,36.44136,53.15733
Pajat,36.43248,53.52725
Asiab Sar,36.50544,52.79294
Shah Reza,36.68151,52.98128
Taher Deh,36.60293,53.13485
Zagh Marz,36.80457,53.30256
Kardgar Kola,36.30758,52.7611
Ya`qub Lengeh,36.84155,53.34905
Maz `Abd `Ali-ye Bala,32.76846,47.06744
Murayja',32.78417,47.18778
Vahdat,32.74566,47.12958
Kashku'iyeh,28.6106,55.8147
Kut-e Naser,30.48281,48.13344
Radeh-ye Taha,30.2894,48.392
Savamar,30.2619,48.3615
Hajji Ja`far,30.36517,48.29644
Kherkhereh,30.3662,48.30545
Na`miyeh-ye Asad Khan,30.356,48.2064
Shalheh-ye Majid,30.36624,48.19295
Omm Ayay,30.35889,48.20306
Seyyed Rashed,30.354,48.2038
Omm ol Hasifeh,30.35139,48.19611
Mo`ammareh,30.3635,48.209
Someydiyeh,30.34861,48.21194
Raddeh-ye Alvaniyeh,30.34556,48.21778
Bahiyeh-ye Najm Divao,30.34167,48.20194
Haffar,30.34833,48.23422
Ghanemiyeh-ye `Isa,30.3425,48.23389
Abu Kharnub,30.33889,48.2175
Omm ol Qasab-e Musa,30.33528,48.22389
Raoeh-ye Taher,30.33972,48.23639
Rezagahi,30.32911,48.19921
`Abd ol Emam Feysali,30.34827,48.20039
Hajji Hoseyn,30.2764,48.3484
Kuy-e Karmandan,30.279,48.3583
Majedi-ye Shatt,30.37778,48.19583
Jarayyeh,31.5298,47.8545
Hashem,31.61833,47.91194
Dafar-e Sofla,31.6691,47.9544
Dafar-e `Olya,31.681,47.9655
Jarayyeh,31.5248,47.8778
Dabiyeh,31.7412,47.922
Seghariyeh,31.89194,47.80694
Mefraq al Shahid Basem,31.16694,47.94667
Deymeh,31.4725,47.80972
Emam Fazel,31.46222,47.82528
Gowdun,26.9881,57.7123
Poshkaram,26.7991,57.9849
`Aliabad-e Sadat,28.2251,57.467
Moradabad,28.5352,57.7777
Allah Dini,28.5113,57.7548
Sit,26.734,57.5419
Mahmudabad-e Borumand,28.5247,57.8186
Dahaneh-ye Zovork,28.95583,57.655
Tang Darreh,28.9314,57.8731
Shahr-e Shib Kalah,26.702,57.8795
Kalat-e Qalamun,26.7474,57.9815
Chehel Gazi,26.6612,57.8128
Dowlatabad,28.6024,57.808
Tall-e Qoveyleh,31.305,49.4718
Sheykh Fakher,31.30083,49.49083
Dindarlu,28.9253,54.1183
Kohneh Sabz,31.4887,49.76201
Kolam od Din,31.49222,49.76056
Kan Kazhdi,31.48718,49.75722
Dasht Anar,31.44361,49.82111
Darreh-ye Gonbad,31.395,49.84278
Cham Shur,31.39464,49.84232
Do Gacheh,31.36598,49.85373
Tall Shur,31.36166,49.84451
Kohneh Deh,31.35389,49.85194
Tang-e Khvosh,31.47409,49.93051
Dam Ab-e Ashkoft,31.4909,49.9086
Haparu,31.42358,49.9958
Pas Kareh,31.41605,49.99091
Sar Murd,31.41333,49.98286
Mirza Hasan,38.9679,45.0226
Esma`il Kahrizi,38.9599,45.1677
Shahmar,38.91583,45.61417
Kur Bolagh,38.806,45.1179
Zangelan-e Pa'in,38.8585,45.1334
`Abdollah Kand,38.7888,45.2327
Zar`an,38.68525,45.09462
Bilevar,38.67475,45.11699
Agheshli,38.61583,45.02139
Shah Goli,38.02472,46.35556
Eroqli,38.17444,46.23222
Forudgah-E Tabriz,38.12667,46.25194
Qal`eh Chak,28.7383,54.2549
Sakhteman-e Mohammad Khani,28.72667,54.28333
Saroleh,31.35278,49.85639
Galugah,28.3856,54.35203
Ab Gandu,31.45222,49.95444
Gazang,38.37,46.30639
Qesmati,38.6375,46.27083
Aljilar,38.60722,46.2425
Eyv Owghli,38.70444,45.91222
Malekzadeh,38.1801,45.8485
Gholamlu,38.1733,45.8343
Aq Kahriz,38.156,45.7944
Hujqan,38.4401,45.8351
Avendin,38.7537,45.8928
Marazad,38.892,45.8323
Avshar,38.8496,45.82
Ersi,38.8198,45.762
Zaviyeh,38.8056,45.6853
Selgerd,38.8681,45.5739
Korrab,38.69899,45.57813
Qarah Bolagh,38.6899,45.6574
Mizab,38.6892,45.7998
Babereh-ye Bala,38.6798,45.74
Chay Razan,38.65333,45.75583
Siyah Saran,38.8152,45.7244
Qal`eh Maraghush,38.2832,45.3344
Vanlujeq,38.4506,45.5266
Qarajeh-ye Feyzollah,38.478,45.5281
Aseh Magheh,38.53417,45.46972
Yengjeh Sadat,38.69611,45.52028
Qal`eh Zir,38.7858,45.5226
Aq Bolagh,38.8107,45.54936
Sachun,28.545,54.4822
Shamqoli-ye Sofla,38.735,45.3558
Moghulu,38.7025,45.3766
Asli Kandi,38.7029,45.4198
Soofian,38.2775,45.9806
Barm-e Gavmishi-ye Pa`in,31.45861,49.51306
Darreh Pidan,31.39,49.71806
Kalleh Qanbari,31.45083,49.65083
Barm-e Gondab,31.36061,49.64892
Zobeyd-e `Ariyez,31.3404,49.50912
Tayefeh,31.33444,49.54194
Ariyez,31.31755,49.5319
Bayman-e `Ariyez,31.3138,49.56488
Sheykh Ahmad,31.28,49.51611
Rahdar-e Pa`in,31.28472,49.5475
Rahdar,31.28922,49.56999
Yusefabad,31.26067,49.61281
Jub Asiab,31.28796,49.61734
Qal`eh-ye Da Va Dukhtar,31.30111,49.64917
Boghdak,31.29037,49.63857
Bangestan,31.28774,49.64532
Bangestan-e Pa`in,31.2825,49.64806
Dowr-e Kal,31.27167,49.65611
Qadamgah Hazrat-e `Abbas,31.28083,49.64444
Kulah Khal,31.26222,49.66639
Deh Yur,31.25611,49.64333
Dehyur,31.24839,49.65129
Jow Kanak,31.34117,49.72458
Tashaki,31.31859,49.72834
Cham-e Lishan,31.25694,49.67833
Qal`eh,38.445,48.8192
Kashfi,38.4319,48.7668
Sidzh,38.39361,48.63389
Gila Deh,38.3867,48.6466
Qezel Qayah,38.1652,48.6227
Ii Kisalar,38.075,48.57778
Iki Salar,38.0825,48.50889
Varniab,38.1281,48.0757
Vila Darreh,38.1789,48.057
Hamlabad,38.23139,48.2
Bashab,39.0763,47.1295
Ghazan Chay Kandi,39.0682,47.2036
Zarbil,39.0792,47.2677
Anzab-e Bala,38.3227,48.3119
`Alalulu,39.0421,47.3577
Qal`eh Kandi,39.0177,47.2598
Soola,38.3857,48.4818
Mardilu,39.0623,47.4932
Khosbak,39.05417,47.50056
Aznab-e Sofla,39.02361,47.51833
Qoli Beyglu,38.5024,48.0942
Sarv Aghaji,39.03306,47.60972
Oruj `Alilu,38.9989,47.7385
Naqdi Kandi,38.5645,48.1906
Tagdizasi,38.49278,48.27444
Sileh Chay,38.56694,48.3525
Jahangirlu,39.0089,47.8275
Alsuyeh,39.00667,47.78194
Azabeyg Qeshlaq,38.66528,48.05028
Bargchay,38.7061,48.0632
Tulir,38.9886,48.044
Anni,38.9775,48.14083
Qal'eh-ye Barzand,39.00611,47.87333
Lajayer,38.96694,48.23889
Nasrollah Beyglu,39.021,47.9306
Aq Dash,39.0694,47.9538
Takanlu,39.0925,47.9474
Kush Qeshlaq,39.15806,47.91694
Limlu,39.1815,47.8552
Yusefabad,39.16278,47.87583
Panj `Ali,39.1572,47.8262
Chenar,39.1212,47.8625
Nariman,39.0913,47.8268
Tak Bolaq,39.1272,47.7916
Qetar,39.08889,47.82917
Qabaleh,39.0916,47.8742
Jom`ehlu,39.1156,47.7026
Mohammadan,39.1381,47.5404
Sarajeh,39.12361,47.26222
Molla `Ali,39.1004,47.2755
Dash Qayah Bashi,39.1163,47.2315
Ferhadlu,39.137,47.1511
Koman,39.0852,47.1463
Gu Aghaj,39.1663,47.1451
Owqashi,39.1466,47.0517
Larijan-e Bala,39.14,47.016
Larijan-e Pa'in,39.1497,47.0158
Chenaqchi,39.1625,47.00222
Zonbalan,39.1348,46.9668
Hamadan,39.1338,46.9818
Shoja`i Lu,39.134,46.8783
Babay Lu,39.1162,46.8675
Shah Bodaghlu,39.1736,47.1569
Ojaq Kandi,39.22722,47.29694
Kaghlu Guzlu,39.23194,47.43611
Chat Qih,39.1925,47.4625
Yekvan,39.21028,47.54083
Hajji Siab Kandi,39.21861,47.73056
Hajji Mirvardi Kandi,39.23556,47.78556
Fohlehgar Pichlu,39.23,47.76806
Hoseyn`ali Kandi,39.2111,47.8854
Zal Qoli Kandi,39.2049,47.8449
Idelu,39.1835,47.8743
Pareh Qeshlaq-e Sofla,39.22389,47.95917
Shah Tappehsi,39.21833,47.95472
Pareh Qeshlaq,39.1952,47.9152
Hajji Aqa Kandi,39.31889,47.93944
Yanbolakh Qeshlakh,39.30056,47.95889
Shur Gol-e Sofla,39.2725,47.90639
Sohrababad,39.30306,47.83806
Shur Gol-e `Olya,39.29389,47.89778
Yushanlusham,39.35611,47.4675
Gol Tappeh,39.31389,47.495
Sari Qeshlaq,39.27556,47.52417
Mohammad Taqi,39.25306,47.52833
Shah Vali,39.28333,47.36083
Mohammad Selahlu,39.35417,47.2975
Ja`far Qoli Owshaghi,39.2787,47.1373
Hashemabad,39.29139,47.17
Qoli Beyglu,39.2601,47.1019
Kedkhodalu,39.27889,47.14028
Idechi,39.26944,47.11611
Davodan,39.26028,47.10306
Khalaf Beyglu-ye Pa'in,39.352,47.295
Qeshlaq-e Khalf Beyglu,39.4225,47.43278
Qurtlujeh-e Sofla,39.47639,47.49889
Qurtlujeh-e `Olya,39.46583,47.50278
Mahmudabad,39.47583,47.51417
Qareh Qabaq-e Sofla,39.49306,47.5325
Qareh Qabaq-e `Olya,39.48611,47.53917
Agh Oabaq-e Akhar,39.55417,47.66028
`Omranarad,39.585,47.74861
Rahman Dejanlu,39.60778,47.77278
Uzun Tappeh,39.62444,47.79306
Majidabad,39.6352,47.9533
Ebrahimabad-e Beyg Zadeh,39.62667,47.95194
Sheykhler,39.62389,47.99
Mohammad Rezalu,39.6575,47.8941
Qamishchu,39.68111,47.97972
Ultan,39.65917,47.89639
Hezar Qeshlaqi,39.63611,47.83194
`Ali Rezaabad,39.64889,47.87944
`Ali Rezaabad-e Qadim,39.64806,47.85833
Matuvi,31.26472,49.62667
Didani,31.25528,49.60028
Zarnini,31.25222,49.52028
Sar Kuhaki,31.28148,49.63044
Darvishan-e `Ariyez,31.33408,49.52139
Chunzaq,39.00167,48.02583
Hemmatabad,39.025,48.00417
Bashirlu-ye Bala,39.0658,48.0199
Bashirlu-ye Pa'in,39.0699,48.0141
Babi Kandi,39.0775,48.142
Shekarlu-ye Bala,39.0871,48.1468
Shekarlu-ye Pa'in,39.0958,48.1363
Ilkhchih-ye Bala,39.0509,48.1307
Ilkhchih-ye Pa'in,39.0486,48.1212
Tappeh,39.0304,48.1843
Meykhvosh,38.9944,48.279
Yal Dagirmani,39.04556,48.23194
Darvish Garimaz,39.0638,48.2518
Mehreh,39.04722,48.27333
Muran,39.03889,48.30139
Tazeh Kandeh-ye Zahra,39.0377,48.2874
Hadi Beyglu,39.1928,48.1553
Chuna Khanlu,39.1115,48.1424
Naqareh,39.1227,48.1296
Qez Qal`ehsi,39.1754,48.0618
Mazan-e Bala,39.1342,48.12
Anjirlu,39.1803,48.0728
Khakriz,39.1937,48.0328
Puladi Quysu,39.3363,48.1369
Chanaq-e Sofla,39.3575,48.03222
Chanaq-e `Olya,39.36778,48.05028
Janyerli,39.40417,48.1875
Hoseynabad,39.50222,48.17694
Iranabad-e Jadid,39.545,48.0925
Pareh Qeshlaq,39.61833,48.02028
Khvaju,39.04639,45.02833
Chakhmaglu,39.0472,45.105
Quch Kandi,39.0619,45.1501
Incheh Darrehsi,39.0728,45.2406
Divankhaneh,39.0392,45.2465
Ilanlu,39.0564,45.294
Tall Barmi,31.24106,49.58804
Sandavan,31.22028,49.59556
Do Piran,31.17468,49.5816
Mal-e Qayed,31.19156,49.61909
Mahmud,31.64583,49.74917
Boneh-ye Khan Mohammad,31.24222,49.66722
Boneh-ye `Asgar,31.23357,49.64607
Hezar Mani,31.18821,49.58222
Boneh-ye Hajji,31.21798,49.59316
Boneh-ye `Ali Nejat,31.21861,49.645
Babel,31.1587,49.6115
Boneh-ye Cheragh,31.1825,49.65139
Zarzuri,31.21998,49.6084
Seh Atabak,31.18806,49.60444
Khan Koshteh,31.19949,49.63735
Gav Mish,31.14417,49.5625
Hoseynqoli,31.13722,49.58917
Dimeh,31.11356,49.58055
Pir Ali Mukhlat,31.08083,49.60556
Cham Ghafur,31.07981,49.63181
Sabbahi,31.07429,49.6743
Boneh-ye Qeytas,31.06027,49.69891
Boneh-ye `Abbas,31.03006,49.71856
Soltanabad-e Emam,31.02083,49.72778
Hasan Kandi,39.1052,45.2782
Sakhteman,39.21722,45.05194
Mirza Kandi,39.2176,45.1046
Sheyblu-ye Bala,39.175,45.2114
Qutan,39.2685,45.0444
Nazar Khan,39.2904,45.0778
Hoseynabad,28.7742,57.5835
Varzard,31.91632,49.72895
Amir ol Mow`menin,31.09362,49.83924
Abish Ahmad,39.0426,47.3164
Lomeh Daraq,39.08083,47.39528
Darb,31.53549,49.94415
Chiden,31.55033,49.9986
Talkhab,31.89888,49.76391
Talkhab,31.96316,49.92198
Asmanabad-e Pa'n,33.93667,46.37
Jamalvand,33.5404,46.2549
Salehabad,33.4697,46.188
Ruvan,33.95063,45.96498
Asmanabad-e Bala,33.93806,46.33639
Jan Jan-e Asmanabad,33.9255,46.3589
Asmanabad,33.8531,46.4613
Rahim 'Abdollah,33.62583,46.35917
Panj Sotun,33.615,46.38889
Kahnu'iyeh,28.99306,56.61667
Deh-e Daud,28.98361,56.61881
Firuzabad,28.98194,56.69139
Gur-e Khosrow,28.622,56.5325
Jurkan,28.69766,56.99894
Showqabad,28.5805,56.7932
Tolombeh-ye Harandi,28.48222,56.26139
Mahdabad,28.42528,56.33694
Tolombeh-ye Takht Khvajeh,28.37944,56.49778
Allahabad-e Takht-e Khvajeh,28.3912,56.4526
Soltani,28.4189,56.4297
Vakilabad,28.47021,56.10483
Robat,28.39863,56.22391
Qanat Marvan,29.3387,56.7699
Bighamabad,29.34278,56.84694
Tezerj,29.3231,56.8645
Kuh Sefid,29.2762,56.8014
Langar,29.2369,56.9148
Qataran,29.24194,56.91972
Do Rudi,29.23194,56.91194
Sarkeh Baran,29.1529,56.7648
Hojjatiyeh,29.156,56.7517
Yakhmar,29.2705,56.9798
Padeh-ye Boland-e `Olya,29.05428,57.00885
Bedu,29.2061,56.72
Gorgshan,29.17944,56.60222
Mursaru'iyeh,29.1833,56.6148
Mehdiabad,29.1686,56.7266
Sari Ja,29.00861,56.63722
Mian Rud Ab,29.3892,56.6336
Boneh Posht,29.3634,56.6355
Murtat,29.35028,56.72194
Bezenjan,29.2466,56.6976
Bidan,29.3043,56.6848
Sar Tall,29.25,56.6972
Bidgaran,29.2738,56.5164
Shahabad,29.2925,56.51778
Shahdadi,28.00194,55.815
Dashtuyeh,28.46979,55.56605
Deh Nab,28.47972,55.4925
Ja`farabad,28.5542,55.0159
Dehkadeh-ye Hemmat,28.49806,55.02667
Sukhu,26.99361,57.68278
Bakhshkar,28.2904,55.1633
Mohammadabad,28.2831,55.2303
Nasirabad,28.2821,55.2124
Deshneh-ye Shah Reza,29.088,52.8241
Shah Bahrami,29.17889,52.65806
Nowbonyad,29.01278,52.56778
Mahmudabad,29.38079,52.80234
Deh Konari,28.71472,53.03222
Deh Pa'in,28.74028,53.0675
Deh Bala,28.73944,53.07083
Qal`eh Now,28.74194,53.07194
Kushk-e Hemindeh,28.66972,53.01056
Safadeh,28.65028,53.05167
Dowlatabad,28.6552,53.0871
Cheshevan,28.6217,53.1309
Shah Ab-e Mohit,28.56333,53.06278
Shah Karimollah,28.9975,53.04056
Khafr,28.96583,53.18083
Tajabad,28.9869,53.2047
Shamsabad-e Borzu,29.9655,52.8531
Jalian,29.952,52.8653
Shamsabad-e Takht,29.9068,52.9052
Rashmijan,29.8774,52.854
Mahmudabad,29.709,52.8709
Dezhabad,29.7445,52.9033
Aqa Jalu,29.6417,52.9535
Tarbor-e Lay Bisheh,29.6095,52.8996
Jaresqan,29.5107,52.5452
Ja`farabad-e Now,29.526,52.5908
Vazirabad,29.53668,52.62175
Ahmadabad-e Zon`ad,29.5505,52.6046
Sahlabad,29.5601,52.61229
Qal`eh Now,29.5592,52.6405
Mah-e Firuzan,29.5676,52.6624
Goshnekan,29.58444,52.61833
Dast-e Khezr,29.5787,52.6358
Nasrabad,29.5831,52.6438
Qal'eh-ye Gulia Sefid,29.55139,52.74861
Maragallu,29.8829,52.7002
Kowreh,29.76333,52.71556
Derki Bala,29.595,52.50917
`Adelabad,29.57894,52.50272
